,age,two_year_recid,priors_count,length_of_stay,c_charge_degree_F,c_charge_degree_M,sex_Female,sex_Male,race,unrelated_column
2889,36,0,0,2,False,True,False,True,False,1
2890,35,0,0,-1,False,True,False,False,False,0
2891,69,0,9,10,False,False,True,False,True,1
2892,48,0,12,69,True,False,False,True,False,1
2893,37,1,1,1,True,False,False,True,False,0
2894,33,0,5,1,False,True,False,True,False,1
2895,35,0,4,-2,True,True,True,False,True,0
2896,34,0,0,0,False,True,False,True,True,1
2897,24,0,5,101,False,False,False,True,True,1
2898,20,0,5,2,False,True,True,False,False,0
2899,23,1,3,0,True,False,False,True,True,1
2900,26,1,0,2,False,True,False,True,True,1
2901,36,1,2,2,True,False,False,True,True,1
2902,42,0,0,-1,False,True,False,True,False,1
2903,42,1,3,0,True,False,True,True,True,0
2904,56,0,2,2,True,False,True,False,False,1
2905,67,0,3,3,True,True,False,True,False,0
2906,31,0,0,4,True,False,False,True,False,1
2907,64,0,2,24,True,False,False,True,True,1
2908,21,1,1,12,True,False,False,True,True,0
2909,28,0,1,3,False,True,True,False,False,1
2910,32,0,16,2,False,False,True,False,True,0
2911,46,0,0,3,False,False,False,False,True,0
2912,28,1,3,61,True,False,False,True,False,1
2913,27,1,11,11,True,False,False,True,True,1
2914,24,1,22,-2,False,True,False,False,False,0
2915,25,1,2,0,True,False,True,True,False,1
2916,23,1,2,1,False,False,False,True,False,0
2917,28,0,0,2,True,True,True,False,False,1
2918,28,1,2,3,True,False,False,True,True,1
2919,32,0,2,1,False,True,False,True,False,1
2920,46,1,2,19,True,True,False,True,True,0
2921,62,1,1,1,True,False,False,True,True,1
2922,39,0,4,-3,True,True,True,True,False,0
2923,41,0,0,2,False,True,False,True,False,0
2924,34,1,1,2,True,False,False,True,True,0
2925,33,0,0,2,True,True,False,True,False,0
2926,17,1,0,3,False,True,False,True,False,1
2927,32,0,6,3,False,True,False,True,False,0
2928,24,1,3,-1,False,True,False,True,True,1
2929,31,1,1,-2,True,False,False,True,True,0
2930,36,1,2,1,True,True,False,True,False,0
2931,45,0,9,1,False,True,True,False,False,0
2932,21,1,2,2,False,True,True,False,True,1
2933,35,1,4,0,True,False,False,True,False,0
2934,22,1,10,1,False,True,False,False,False,0
2935,25,1,3,2,True,False,False,True,True,0
2936,32,0,0,0,False,True,False,True,False,0
2937,25,0,4,3,False,True,True,False,False,0
2938,41,1,5,4,True,False,False,True,False,1
2939,24,0,0,3,True,True,False,True,True,0
2940,19,0,1,-3,True,False,True,True,True,1
2941,49,1,1,-1,False,False,False,True,False,0
2942,21,1,1,2,True,False,False,True,True,1
2943,37,1,2,89,True,False,False,True,True,0
2944,46,0,1,1,False,True,False,True,True,1
2945,23,1,0,-1,False,True,False,True,False,1
2946,28,0,0,0,True,True,False,True,True,1
2947,23,1,0,-1,True,False,False,True,True,0
2948,24,0,0,1,False,True,False,True,False,0
2949,75,1,1,2,True,False,False,True,True,1
2950,29,0,5,3,True,False,False,True,False,0
2951,35,1,3,0,True,True,False,True,True,1
2952,23,1,0,35,True,False,False,True,True,0
2953,24,0,0,0,False,True,False,False,False,0
2954,27,1,0,-1,False,True,True,False,False,1
2955,44,0,1,3,False,False,False,False,True,0
2956,34,0,13,8,False,True,False,True,False,1
2957,52,1,1,1,True,False,False,True,False,0
2958,35,1,3,1,True,False,False,True,True,0
2959,40,0,5,1,False,True,True,False,False,0
2960,40,0,0,-1,False,True,False,False,False,0
2961,39,0,0,2,True,False,False,True,True,1
2962,26,0,2,59,True,True,False,True,False,0
2963,34,0,0,1,False,True,True,False,False,0
2964,30,0,6,4,True,False,False,True,True,0
2965,46,0,0,1,True,False,False,True,True,0
2966,46,0,0,0,False,True,False,True,False,0
2967,56,0,12,3,False,True,True,False,False,0
2968,27,0,2,2,True,False,False,True,True,1
2969,31,0,0,0,True,False,True,True,True,0
2970,49,0,1,-2,False,True,False,True,False,1
2971,69,0,2,4,False,True,False,True,True,1
2972,31,0,2,-1,False,False,False,True,False,0
2973,35,1,1,1,False,False,True,False,True,1
2974,28,1,2,3,True,False,False,True,True,1
2975,66,1,1,2,True,False,False,True,True,0
2976,30,0,0,4,False,True,True,False,False,0
2977,26,1,3,2,True,False,True,True,False,0
2978,37,0,3,2,False,True,False,True,False,0
2979,28,0,3,2,True,False,False,True,False,1
2980,26,0,2,2,False,True,True,False,False,0
2981,53,1,0,0,False,False,False,True,True,0
2982,37,0,5,-1,False,False,False,True,False,1
2983,52,0,0,1,False,False,False,True,False,0
2984,38,1,7,-1,False,True,False,True,False,0
2985,29,0,3,-1,True,True,False,True,True,0
2986,36,0,0,-2,False,True,False,True,False,1
2987,55,1,0,4,True,False,False,False,False,0
2988,22,1,0,-1,True,False,False,True,True,0
2989,26,0,2,0,False,False,False,True,False,0
2990,68,0,0,3,False,True,False,True,False,1
2991,18,1,0,26,True,False,False,True,True,0
2992,24,1,1,1,True,False,False,True,False,0
2993,24,0,0,-1,False,False,True,True,False,0
2994,35,0,0,2,False,True,True,False,False,1
2995,50,1,1,3,True,False,False,True,True,1
2996,41,0,0,0,False,True,False,True,False,1
2997,21,1,2,0,False,False,False,False,True,0
2998,21,0,3,195,False,True,True,True,False,1
2999,42,0,2,-1,True,False,True,False,True,0
3000,27,1,5,325,True,False,False,True,True,0
3001,30,0,6,1,True,False,True,False,True,0
3002,27,0,5,-1,False,True,True,False,False,0
3003,41,1,4,135,True,False,False,True,True,0
3004,27,0,2,1,False,False,False,False,False,1
3005,24,0,2,3,True,True,True,True,True,1
3006,61,1,2,1,True,False,False,True,True,1
3007,58,1,2,133,True,False,False,True,True,0
3008,23,1,1,-2,True,False,False,True,True,1
3009,53,0,0,0,False,True,False,True,False,1
3010,27,1,1,1,True,False,False,True,True,1
3011,35,0,2,1,True,False,False,True,False,1
3012,26,1,2,-1,True,False,False,True,True,0
3013,25,0,0,-1,False,True,True,False,False,1
3014,23,1,0,-1,True,False,False,True,False,1
3015,58,0,1,4,True,True,False,False,True,1
3016,32,1,2,3,True,False,False,True,True,0
3017,27,0,23,0,False,True,False,True,False,1
3018,19,0,0,0,False,True,True,False,False,1
3019,63,0,1,4,True,False,False,True,True,0
3020,40,0,3,-1,False,False,True,True,True,0
3021,65,0,1,2,False,True,True,False,False,0
3022,25,1,8,2,True,False,False,True,False,1
3023,66,0,1,4,False,True,True,False,False,1
3024,62,1,0,1,True,False,False,True,True,1
3025,34,1,1,3,True,False,True,True,True,0
3026,34,0,2,-2,False,True,False,True,False,0
3027,44,1,1,3,True,False,False,True,True,0
3028,24,0,16,2,True,False,False,True,False,1
3029,23,0,2,3,False,True,True,True,False,1
3030,27,1,3,-2,True,False,False,True,True,1
3031,21,1,13,1,True,False,False,True,True,0
3032,19,1,3,2,True,False,False,True,True,0
3033,33,0,0,99,True,True,True,True,False,1
3034,24,0,0,3,False,True,False,True,False,0
3035,31,1,2,-1,True,False,False,True,True,0
3036,49,0,0,2,False,True,False,True,False,0
3037,32,1,1,4,True,False,False,True,True,0
3038,45,0,0,3,True,False,False,False,False,1
3039,22,0,0,0,False,True,False,True,False,1
3040,25,0,0,4,False,True,False,True,False,1
3041,29,0,0,0,False,True,True,False,False,0
3042,62,0,0,1,False,True,True,False,False,1
3043,24,0,1,15,True,False,False,True,True,1
3044,27,1,2,-1,True,False,False,True,True,0
3045,20,0,0,0,True,False,True,True,False,0
3046,25,0,0,0,False,True,True,True,False,1
3047,30,1,2,2,True,True,False,True,False,0
3048,24,1,0,-1,True,False,False,True,True,1
3049,21,1,3,0,False,False,False,True,True,0
3050,32,1,3,3,True,False,False,True,True,0
3051,27,0,2,-1,True,False,False,True,True,1
3052,28,1,1,-2,True,False,False,True,True,1
3053,22,1,2,0,True,False,False,True,True,0
3054,31,0,8,3,False,True,True,False,False,0
3055,20,1,5,16,True,False,False,True,True,0
3056,25,0,2,-1,False,True,True,True,False,0
3057,28,0,1,3,False,True,False,False,False,1
3058,47,1,1,1,True,False,False,True,True,0
3059,32,1,0,1,True,False,False,True,True,1
3060,18,0,0,0,True,False,True,False,True,1
3061,23,1,0,1,False,True,False,True,True,1
3062,24,1,5,2,True,False,False,True,True,1
3063,62,0,8,105,True,True,False,True,False,0
3064,36,0,2,0,True,False,False,True,False,1
3065,33,0,6,2,True,False,False,True,False,0
3066,58,1,5,3,True,False,False,True,True,0
3067,35,1,0,0,True,False,False,True,True,1
3068,59,0,0,0,False,True,False,True,True,1
3069,37,0,2,1,True,False,False,True,True,1
3070,32,0,0,53,False,True,True,False,True,0
3071,23,1,2,-2,True,False,False,True,True,0
3072,51,0,2,2,False,True,True,False,False,1
3073,21,0,0,47,True,False,False,True,False,0
3074,24,0,0,3,False,True,True,False,False,1
3075,63,1,6,-1,True,False,False,True,True,0
3076,25,1,0,3,False,True,True,True,False,1
3077,26,0,0,-2,False,True,False,False,False,0
3078,20,1,1,16,True,False,False,True,True,1
3079,16,1,5,1,False,True,True,True,False,1
3080,32,0,1,1,False,True,True,False,False,0
3081,27,0,0,0,False,True,True,False,False,1
3082,27,1,0,83,True,False,True,False,False,0
3083,47,0,2,0,True,False,False,True,False,0
3084,18,1,2,3,True,False,False,True,True,0
3085,30,0,0,2,True,False,False,True,False,1
3086,43,1,0,2,True,False,False,True,True,1
3087,59,1,0,1,True,True,False,False,True,1
3088,21,0,9,3,False,False,False,True,True,0
3089,19,0,1,2,False,True,True,False,False,1
3090,40,0,1,2,True,False,False,True,False,0
3091,27,0,2,1,True,False,False,True,False,0
3092,41,1,5,1,True,False,False,True,False,1
3093,36,0,1,0,False,True,True,False,False,1
3094,46,0,22,2,False,False,False,True,False,1
3095,21,0,2,1,False,True,False,True,False,1
3096,26,0,0,9,True,False,False,True,True,1
3097,45,0,0,2,False,True,False,True,False,0
3098,75,1,5,1,True,False,False,True,False,1
3099,37,0,5,-1,True,False,False,True,True,0
3100,35,0,0,0,True,False,False,True,False,1
3101,36,1,2,1,True,False,False,True,True,0
3102,49,1,3,18,True,False,False,True,True,1
3103,31,0,0,2,True,False,False,True,False,0
3104,23,1,0,1,True,False,True,False,False,0
3105,33,0,2,1,False,True,True,False,True,1
3106,56,0,5,96,True,False,True,True,True,0
3107,23,1,3,-1,True,False,False,True,True,1
3108,23,1,5,1,True,False,False,True,True,1
3109,26,1,4,-1,True,False,False,True,False,0
3110,25,0,22,1,False,True,False,True,False,1
3111,27,1,2,88,True,False,False,True,True,1
3112,33,1,1,1,True,True,False,True,False,0
3113,26,0,0,10,True,False,True,True,True,0
3114,61,1,0,0,True,False,False,True,True,0
3115,63,0,0,0,False,False,False,True,False,0
3116,74,0,5,4,True,False,False,True,False,0
3117,31,0,2,1,False,True,False,True,False,1
3118,40,1,5,18,True,False,False,True,False,1
3119,35,0,0,4,True,False,True,True,False,0
3120,26,1,3,1,True,False,False,True,True,0
3121,34,1,1,1,False,True,True,False,True,1
3122,37,1,3,2,True,False,False,True,False,0
3123,47,0,2,2,True,False,False,True,False,1
3124,30,0,3,0,True,False,True,True,False,0
3125,52,1,4,-2,True,False,False,True,True,1
3126,28,1,1,-2,True,False,False,True,True,0
3127,44,0,0,1,True,False,False,True,True,1
3128,19,1,5,83,True,False,False,True,True,1
3129,29,1,3,1,True,False,False,True,False,1
3130,20,1,4,1,True,False,False,True,True,0
3131,33,0,2,0,False,True,True,False,False,0
3132,26,0,1,1,True,False,False,True,False,0
3133,52,0,0,3,False,True,False,True,True,0
3134,44,0,0,3,False,False,False,False,False,1
3135,23,1,18,3,True,False,False,True,True,0
3136,52,0,5,1,True,False,False,True,False,1
3137,48,1,2,52,True,False,False,True,True,1
3138,72,0,0,4,False,True,False,True,True,0
3139,58,0,0,4,False,True,False,True,False,1
3140,33,0,6,2,False,True,False,True,False,0
3141,42,1,0,1,False,True,False,True,False,0
3142,44,0,0,1,True,False,False,True,False,0
3143,39,1,1,4,True,False,False,True,True,0
3144,39,1,14,3,False,False,False,True,True,0
3145,24,0,2,0,False,True,False,True,False,0
3146,26,1,3,36,True,False,False,True,False,1
3147,33,1,19,1,True,False,False,True,False,0
3148,25,1,11,3,True,False,False,True,True,0
3149,47,0,0,2,False,True,True,False,False,1
3150,26,0,0,-2,True,False,False,True,True,0
3151,21,0,0,0,False,True,True,True,False,1
3152,38,0,3,2,True,False,True,True,False,0
3153,37,1,2,0,True,False,False,True,False,0
3154,27,0,0,4,False,True,True,False,False,1
3155,24,0,0,2,False,True,False,False,False,1
3156,28,1,2,5,True,True,True,False,False,1
3157,31,1,3,3,True,False,False,True,False,1
3158,26,0,0,2,False,True,False,True,False,0
3159,35,1,2,154,True,False,False,True,True,0
3160,30,1,5,0,True,False,False,True,False,1
3161,38,1,0,1,False,True,True,True,False,0
3162,34,0,11,3,True,True,False,True,True,0
3163,41,0,0,-1,False,True,True,False,False,1
3164,24,0,7,-1,True,False,False,True,True,0
3165,47,0,0,2,True,False,True,False,False,0
3166,44,1,1,11,True,False,False,True,True,0
3167,25,0,0,-1,False,True,False,True,False,1
3168,54,0,0,2,False,True,True,True,True,0
3169,35,0,6,0,True,False,False,True,True,0
3170,19,0,0,0,False,True,False,True,True,1
3171,32,1,3,51,True,False,False,True,True,0
3172,22,1,1,1,True,False,False,True,False,1
3173,20,0,0,1,False,True,False,True,False,1
3174,58,1,1,-1,False,True,False,True,False,1
3175,17,1,5,22,False,True,False,True,True,1
3176,24,1,8,1,True,False,False,True,True,1
3177,66,0,0,2,False,True,False,True,False,0
3178,21,1,2,-5,True,False,False,True,True,0
3179,35,0,1,1,True,False,True,False,True,0
3180,27,1,7,3,True,False,False,False,False,1
3181,36,1,4,2,True,False,False,True,True,1
3182,37,0,0,2,False,True,False,True,False,1
3183,21,1,0,-3,True,True,False,False,True,1
3184,37,1,7,47,True,False,False,True,True,0
3185,26,0,1,3,False,True,False,False,False,1
3186,47,0,9,2,False,True,True,True,False,0
3187,55,1,2,-2,False,True,False,True,False,0
3188,82,1,5,2,True,False,False,True,False,1
3189,30,0,2,-3,True,False,False,True,False,1
3190,37,0,2,-1,True,False,False,True,True,1
3191,38,1,0,0,False,False,False,True,False,1
3192,28,1,9,2,True,False,False,False,True,1
3193,25,1,2,0,True,False,False,True,False,1
3194,25,0,2,1,True,False,False,True,True,0
3195,22,1,12,1,True,False,False,True,True,0
3196,23,0,14,-2,False,True,False,True,False,1
3197,27,0,4,1,False,False,False,True,False,1
3198,29,0,1,0,True,False,False,True,False,1
3199,33,1,5,-1,True,False,False,True,True,0
3200,34,0,2,22,True,False,False,True,True,0
3201,42,0,1,3,False,True,True,True,True,0
3202,32,0,0,-1,False,True,False,True,False,0
3203,31,0,4,3,True,True,False,True,False,1
3204,39,0,1,0,True,True,False,True,False,0
3205,26,0,17,122,True,False,False,True,True,1
3206,35,0,0,3,False,True,True,False,False,1
3207,25,1,4,-2,True,False,False,True,True,1
3208,22,0,18,2,True,False,False,True,False,0
3209,46,0,4,81,False,True,False,False,False,0
3210,23,1,2,0,True,False,False,True,True,1
3211,24,0,1,1,False,True,False,True,False,0
3212,65,0,5,2,False,True,True,False,False,0
3213,32,1,5,2,True,False,False,True,True,0
3214,35,1,0,3,False,False,False,True,False,0
3215,27,1,7,2,True,False,False,True,True,1
3216,20,1,0,14,True,False,False,True,True,0
3217,70,0,0,1,True,True,True,True,False,1
3218,40,0,1,1,True,True,False,True,True,1
3219,19,0,2,0,True,False,False,True,True,1
3220,48,1,3,1,True,False,False,True,True,0
3221,66,0,1,3,False,True,True,True,True,0
3222,19,1,6,1,True,False,False,True,True,0
3223,26,0,0,-2,False,True,True,False,True,0
3224,37,1,2,1,True,False,False,True,False,1
3225,31,0,0,3,False,True,False,True,False,1
3226,33,0,8,0,False,False,False,True,True,1
3227,31,1,1,25,True,False,False,True,True,0
3228,25,1,1,2,True,False,False,True,True,0
3229,32,1,1,33,True,False,False,True,True,0
3230,26,1,8,3,True,False,False,True,True,0
3231,29,0,8,2,False,False,False,True,False,1
3232,43,0,0,1,False,True,True,False,False,1
3233,35,0,0,2,False,True,False,True,False,0
3234,36,1,2,11,True,False,False,True,False,1
3235,34,1,0,1,False,False,True,True,False,1
3236,28,1,4,2,True,False,False,True,True,1
3237,27,1,0,68,True,False,False,True,True,1
3238,25,0,1,9,True,False,False,True,True,0
3239,55,0,3,3,False,True,False,True,False,1
3240,22,1,5,16,True,False,False,True,False,1
3241,24,1,1,17,True,False,False,True,True,1
3242,45,1,2,-2,True,False,False,True,True,1
3243,40,1,3,82,True,False,False,True,False,0
3244,63,1,2,2,True,False,False,True,True,1
3245,25,0,2,1,True,False,False,True,False,0
3246,23,0,0,2,False,True,True,False,False,0
3247,23,0,1,22,True,False,False,True,True,1
3248,26,1,3,8,True,False,False,True,False,1
3249,64,1,7,3,True,False,False,True,False,0
3250,31,0,0,-2,False,True,True,True,False,1
3251,20,0,2,2,True,True,False,True,False,1
3252,26,0,1,1,False,True,False,True,False,1
3253,36,1,13,2,True,False,False,True,True,0
3254,29,1,0,2,True,False,False,True,True,0
3255,32,1,8,0,True,False,False,True,False,0
3256,71,0,1,0,False,True,False,True,False,1
3257,58,0,0,0,False,True,True,True,False,0
3258,32,1,0,-1,True,False,False,True,True,1
3259,27,1,0,17,True,False,False,True,True,1
3260,23,1,3,2,True,False,True,False,False,1
3261,25,1,0,2,True,False,False,True,True,0
3262,59,0,10,3,False,True,True,False,False,1
3263,53,0,3,60,False,False,False,True,False,0
3264,45,1,0,11,True,True,False,True,True,0
3265,42,0,0,57,True,False,False,False,False,0
3266,26,0,1,1,False,True,False,True,True,0
3267,24,0,3,2,True,False,False,True,True,1
3268,50,0,0,-1,False,True,True,False,False,1
3269,37,1,15,1,True,False,False,True,False,0
3270,30,0,2,2,False,True,True,True,False,1
3271,48,0,0,3,False,True,True,True,False,0
3272,67,0,10,-1,False,True,True,False,False,0
3273,29,0,1,-1,False,True,False,True,False,0
3274,32,1,2,14,True,False,False,True,True,0
3275,27,1,4,9,True,False,False,True,False,1
3276,29,1,2,81,False,True,False,True,False,1
3277,35,0,0,0,False,True,True,True,False,0
3278,38,0,5,1,False,True,False,True,False,1
3279,24,1,15,1,True,False,True,True,True,0
3280,33,1,3,56,True,False,False,True,True,0
3281,31,1,1,4,True,False,False,True,True,1
3282,35,1,2,3,False,True,True,True,False,1
3283,26,1,2,3,True,False,False,True,False,0
3284,26,1,3,0,True,False,False,True,True,0
3285,25,0,0,1,False,True,True,True,False,0
3286,25,0,8,2,True,False,False,True,True,1
3287,42,0,2,0,False,True,True,False,True,0
3288,41,0,11,0,True,True,False,True,False,0
3289,39,1,2,-2,True,False,False,True,True,1
3290,35,1,0,0,True,False,False,True,False,1
3291,19,1,1,-4,True,False,False,True,True,0
3292,42,0,3,2,True,True,False,True,False,1
3293,60,1,1,7,True,False,False,True,False,1
3294,51,0,19,2,True,False,False,False,False,1
3295,22,0,1,-1,True,False,False,True,False,0
3296,32,0,0,0,False,True,True,False,False,1
3297,29,1,0,1,False,False,False,True,False,0
3298,22,0,1,-1,True,False,False,True,False,1
3299,34,0,8,3,False,True,True,False,False,1
3300,38,0,3,2,True,True,False,True,False,0
3301,48,1,3,4,True,False,False,True,False,1
3302,66,0,0,1,False,True,False,True,False,0
3303,64,1,0,134,False,True,False,True,True,1
3304,48,0,1,3,True,False,False,True,False,0
3305,62,1,1,4,True,False,False,True,False,0
3306,30,1,1,-1,True,False,False,True,False,0
3307,25,0,2,2,False,True,True,False,False,1
3308,23,0,2,2,False,True,False,True,False,1
3309,26,0,0,0,True,True,True,True,True,0
3310,38,1,2,7,True,False,False,True,False,0
3311,41,1,2,3,False,True,False,True,False,0
3312,44,1,2,1,True,False,False,True,True,1
3313,26,0,0,-1,False,True,False,True,False,1
3314,29,0,0,44,True,False,False,True,True,1
3315,50,1,3,3,False,True,False,True,True,1
3316,45,1,1,20,True,False,False,True,False,1
3317,66,0,10,2,False,False,False,True,False,1
3318,32,0,3,1,False,True,True,False,True,1
3319,42,0,0,1,True,False,False,True,True,0
3320,40,0,1,3,True,True,False,False,False,1
3321,24,1,1,0,True,False,False,True,True,0
3322,34,0,2,1,False,True,False,True,False,1
3323,38,0,2,-1,False,True,True,True,False,1
3324,50,0,0,2,True,True,False,True,False,0
3325,60,1,1,0,True,False,False,True,True,0
3326,47,0,0,-3,False,False,False,True,False,0
3327,39,0,1,0,False,True,False,True,False,0
3328,29,1,0,0,True,True,False,True,True,0
3329,31,0,1,0,False,True,False,True,False,0
3330,43,0,0,1,False,True,False,True,False,0
3331,20,1,5,65,True,False,False,True,False,1
3332,74,1,1,3,True,True,False,True,False,0
3333,47,1,1,-1,True,False,False,True,False,0
3334,24,1,6,0,True,False,False,True,True,1
3335,24,0,2,1,False,True,False,True,False,1
3336,21,1,9,0,False,True,True,False,False,0
3337,21,1,0,0,True,False,False,True,False,1
3338,20,1,0,1,False,True,False,True,False,1
3339,29,0,2,1,True,True,True,True,True,0
3340,36,0,0,0,True,False,False,True,False,0
3341,70,0,11,2,False,False,False,True,False,0
3342,42,0,0,3,True,False,False,True,False,1
3343,23,0,0,3,False,True,False,True,False,0
3344,46,0,1,74,True,True,False,True,False,1
3345,47,1,3,1,True,False,False,True,True,0
3346,27,1,5,0,True,False,False,True,True,1
3347,44,0,5,0,False,True,False,True,False,1
3348,62,1,0,4,False,True,False,True,False,1
3349,51,1,1,3,True,False,False,True,True,1
3350,26,0,2,3,False,True,True,False,False,0
3351,27,1,2,169,False,False,True,False,False,1
3352,47,0,1,2,False,True,False,False,False,1
3353,33,0,6,3,False,True,False,True,False,0
3354,31,0,1,0,False,True,True,True,False,1
3355,40,1,2,-1,False,True,False,True,False,0
3356,38,0,0,2,False,True,True,False,False,1
3357,33,0,2,4,True,False,False,True,False,1
3358,45,0,0,3,False,True,True,True,False,1
3359,25,1,3,2,True,False,False,True,True,0
3360,45,1,2,-3,True,False,False,True,True,1
3361,37,0,2,1,False,False,True,True,False,1
3362,59,1,1,13,True,False,False,True,True,1
3363,24,0,0,5,False,False,True,False,False,1
3364,35,1,0,1,False,True,False,True,False,1
3365,29,0,0,1,False,True,False,True,True,0
3366,45,0,2,2,False,False,False,False,True,0
3367,44,0,4,-1,True,True,False,True,False,0
3368,28,1,1,2,True,False,False,True,False,1
3369,61,1,2,-1,True,False,False,True,True,1
3370,29,1,2,30,True,False,False,True,True,0
3371,45,0,2,1,False,True,False,True,False,0
3372,35,0,0,1,False,True,False,True,False,1
3373,26,0,0,0,False,True,True,False,True,1
3374,28,0,0,3,False,True,True,False,False,1
3375,38,0,1,0,False,True,True,False,False,0
3376,24,1,7,3,False,False,False,True,False,0
3377,45,1,3,1,True,False,False,True,True,0
3378,19,0,0,2,False,True,False,True,False,0
3379,26,0,0,0,False,True,True,False,False,1
3380,19,0,0,3,True,True,False,True,False,0
3381,32,0,0,-1,False,True,True,False,False,0
3382,66,1,0,1,False,False,True,True,False,0
3383,23,0,1,2,False,True,True,False,True,0
3384,56,0,1,3,False,False,True,False,False,0
3385,24,0,2,3,False,True,False,True,False,1
3386,62,1,6,1,True,False,False,True,False,1
3387,27,1,0,4,True,True,True,False,False,1
3388,25,0,1,65,True,False,False,True,True,0
3389,30,0,0,1,False,True,False,True,False,0
3390,28,0,2,2,True,False,False,True,False,0
3391,29,1,2,4,False,False,False,True,False,0
3392,23,1,2,1,True,True,False,True,True,0
3393,43,0,0,53,True,False,False,True,True,1
3394,57,0,0,2,False,False,True,False,False,0
3395,23,0,5,1,True,False,False,True,False,0
3396,30,0,0,1,False,True,True,False,False,1
3397,37,0,5,4,False,True,True,False,True,1
3398,27,1,3,0,True,False,False,True,True,1
3399,25,1,0,-2,True,False,False,True,False,0
3400,49,1,1,2,True,False,False,True,True,0
3401,54,0,1,3,False,True,False,True,False,1
3402,19,1,1,3,True,False,False,True,True,0
3403,35,1,0,5,True,False,False,True,True,0
3404,38,1,2,-1,True,False,False,True,True,1
3405,71,0,0,2,True,False,False,True,False,0
3406,40,0,2,27,True,False,False,True,True,0
3407,70,0,3,2,False,True,False,True,False,0
3408,41,0,0,94,True,True,False,True,False,1
3409,47,0,1,0,True,False,False,True,True,1
3410,39,1,1,-2,True,False,False,True,True,0
3411,24,0,9,1,True,True,False,True,False,1
3412,32,1,19,1,True,False,False,True,True,1
3413,36,1,3,18,True,False,False,True,True,0
3414,41,1,9,-4,True,False,False,True,True,1
3415,33,0,6,45,False,True,False,True,True,0
3416,37,0,9,4,True,False,False,True,False,1
3417,28,1,2,1,True,False,False,True,True,1
3418,27,0,0,2,True,False,False,True,False,0
3419,42,1,0,179,True,False,False,True,True,0
3420,54,1,4,-2,True,False,False,True,True,0
3421,53,0,0,142,False,True,True,True,False,1
3422,22,1,2,95,True,False,False,True,False,0
3423,31,0,2,2,False,True,True,False,False,0
3424,26,1,7,-3,True,False,False,True,True,0
3425,29,1,2,175,True,False,False,True,False,0
3426,31,0,4,0,True,False,False,True,False,0
3427,66,0,0,-1,True,False,False,True,False,1
3428,27,1,1,2,False,True,False,False,False,0
3429,54,1,1,152,True,False,False,True,True,0
3430,23,1,3,19,True,False,False,True,False,1
3431,41,0,0,4,False,True,False,True,False,0
3432,27,1,2,33,True,False,False,True,True,1
3433,28,1,5,6,True,False,False,True,True,0
3434,22,0,0,0,False,True,False,True,False,1
3435,33,1,3,3,True,False,False,True,True,1
3436,37,0,0,3,False,True,True,False,False,0
3437,29,0,0,2,True,False,True,True,False,0
3438,34,0,3,12,True,False,False,True,True,0
3439,44,1,2,11,True,False,False,True,True,0
3440,26,1,5,1,False,True,False,False,False,1
3441,29,0,0,3,False,True,True,True,True,1
3442,27,1,6,1,True,False,False,True,True,1
3443,35,1,5,21,True,False,False,True,True,0
3444,33,0,2,0,False,True,False,False,True,1
3445,20,0,2,1,True,True,False,True,True,0
3446,31,1,0,1,False,False,True,True,False,1
3447,36,0,0,2,False,True,False,True,False,1
3448,62,1,0,0,True,True,False,True,True,1
3449,23,0,2,44,False,True,True,True,False,1
3450,33,0,0,1,False,True,False,False,False,0
3451,37,1,3,89,True,False,False,True,True,1
3452,24,0,0,0,False,True,False,False,False,0
3453,29,1,9,3,True,False,False,True,True,1
3454,42,0,0,13,False,True,True,False,False,1
3455,73,1,3,1,False,True,True,False,True,1
3456,55,0,2,0,False,False,False,True,True,0
3457,21,0,0,3,False,False,False,True,False,1
3458,42,0,0,2,False,True,True,True,False,1
3459,36,1,6,84,True,False,False,False,False,0
3460,25,1,3,1,True,True,True,False,True,1
3461,26,0,1,-2,True,False,False,True,False,1
3462,57,0,0,9,True,False,False,True,False,0
3463,57,1,1,15,True,False,False,True,True,0
3464,27,1,2,3,True,False,False,True,True,1
3465,27,0,0,1,False,True,True,False,False,1
3466,25,1,13,3,True,False,False,True,False,1
3467,30,1,1,11,True,False,False,True,True,0
3468,22,0,10,4,False,False,True,False,False,1
3469,39,0,4,3,True,True,False,False,False,0
3470,20,0,1,1,False,True,True,False,False,0
3471,21,0,16,-1,False,True,False,True,False,1
3472,28,0,15,1,False,True,True,False,False,0
3473,35,0,1,2,True,True,True,False,False,1
3474,30,0,0,-1,False,True,True,True,False,1
3475,54,0,2,3,True,False,False,True,False,0
3476,27,0,5,3,True,False,False,True,True,1
3477,23,0,7,2,False,False,False,True,True,0
3478,61,0,1,1,False,False,False,True,False,0
3479,27,0,6,4,True,False,False,True,True,0
3480,30,0,2,-1,False,True,False,True,False,0
3481,22,1,3,19,True,False,False,True,False,1
3482,22,0,0,0,False,True,False,True,False,1
3483,33,1,6,-1,True,False,False,True,True,1
3484,76,0,1,2,False,True,True,False,False,0
3485,49,0,0,2,True,False,True,False,True,1
3486,20,0,2,-1,True,False,False,True,False,0
3487,62,0,1,-2,True,False,True,False,False,0
3488,43,0,3,117,True,False,False,True,False,0
3489,24,0,2,1,False,False,True,True,True,0
